transaction_id,transaction_amount,time_of_day,distance_from_home_km,num_transactions_24h,merchant_risk_score,is_fraud
7457,6.8,12,9.99,4,0.037,0
7458,7.62,10,4.46,3,0.077,0
7459,77.33,0,5.44,1,0.592,0
7460,13.89,9,25.54,3,0.324,0
7461,24.14,3,78.17,4,0.164,0
7462,25.85,6,6.81,3,0.0,0
7463,24.98,5,29.66,3,0.23,0
7464,5.92,1,20.44,1,0.351,0
7465,84.13,14,18.75,2,0.462,0
7466,278.96,16,2.21,4,0.413,0
7467,70.27,21,3.04,1,0.1,0
7468,134.18,11,20.29,2,0.19,0
7469,58.21,17,3.25,1,0.374,0
7470,13.73,18,2.74,0,0.234,0
7471,19.91,12,0.49,2,0.0,0
7472,161.23,11,10.54,3,0.182,0
7473,162.9,6,5.49,3,0.0,0
7474,64.38,17,15.69,0,0.039,0
7475,96.03,11,33.01,1,0.452,0
7476,29.84,16,11.2,4,0.188,0
7477,75.27,4,19.03,0,0.194,0
7478,123.4,23,15.57,2,0.0,0
7479,135.41,1,12.53,1,0.199,0
7480,46.66,9,36.8,3,0.354,0
7481,80.4,15,9.71,5,0.167,0
7482,102.64,9,32.14,4,0.251,0
7483,16.88,7,2.29,1,0.585,0
7484,55.74,3,25.17,1,0.288,0
7485,11.59,5,11.84,4,0.15,0
7486,65.4,15,8.15,2,0.146,0
7487,14.88,1,13.15,1,0.638,0
7488,10.45,0,18.23,4,0.116,0
7489,12.96,1,1.44,5,0.372,0
7490,50.95,4,5.6,0,0.361,0
7491,32.05,14,50.97,3,0.277,0
7492,257.95,2,9.8,1,0.0,0
7493,57.82,10,0.61,0,0.079,0
7494,23.28,18,14.94,2,0.347,0
7495,22.47,19,3.55,1,0.6031792008105601,0
7496,79.73,9,1.57,1,0.0,0
7497,79.97,4,9.42,0,0.309,0
7498,7.4,22,49.47,1,0.485,0
7499,38.37,15,6.18,3,0.169,0
7500,58.98,7,7.43,3,0.088,0
7501,143.98,14,5.21,2,0.324,0
7502,7.34,14,1.32,2,0.008,0
7503,176.59,20,2.17,1,0.364,0
7504,21.22,2,14.46,0,0.227,0
7505,189.97,12,10.85,1,0.22,0
7506,99.9,1,0.84,1,0.58,0
7507,30.08,13,6.01,2,0.386,0
7508,120.88,17,3.68,1,0.472,0
7509,9.31,6,11.52,3,0.42,0
7510,121.68,6,6.44,0,0.47,0
7511,122.43,0,37.87,1,0.335,0
7512,205.91,11,29.54,1,0.242,0
7513,65.33,0,1.48,4,0.672,0
7514,25.1,15,27.95,2,0.0,0
7515,86.23,15,1.43,0,0.256,0
7516,49.4,10,1.78,4,0.559,0
7517,8.38,13,2.25,2,0.28,0
7518,32.21,23,13.2,4,0.466,0
7519,33.47,6,3.16,0,0.204,0
7520,13.44,2,48.97,2,0.216,0
7521,85.47,18,5.46,1,0.22,0
7522,12.02,5,15.75,2,0.0,0
7523,23.27,5,20.08,0,0.44307684489999166,0
7524,132.99,5,19.38,0,0.221,0
7525,61.56,23,18.4,1,0.274,0
7526,210.3,23,5.86,1,0.0,0
7527,159.6,22,8.08,3,0.0,0
7528,118.46,8,6.72,2,0.5,0
7529,32.98,2,4.41,2,0.021,0
7530,48.34,22,15.71,2,0.16,0
7531,20.48,21,26.7,1,0.282,0
7532,7.79,1,8.86,2,0.357,0
7533,18.68,23,1.97,3,0.107,0
7534,93.78,9,20.84,1,0.551,0
7535,75.47,16,44.44,4,0.358,0
7536,22.53,23,17.05,2,0.188,0
7537,85.51,20,5.84,3,0.203,0
7538,304.87,4,7.35,4,0.0,0
7539,8.5,16,13.37,1,0.177,0
7540,177.43,15,25.61,3,0.417,0
7541,110.7,0,3.19,1,0.1,0
7542,54.61,17,48.29,2,0.361,0
7543,127.76,16,22.53,0,0.535,0
7544,31.96,11,22.23,1,0.396,0
7545,10.05,21,0.0,5,0.865,0
7546,14.15,3,4.3,2,0.276,0
7547,92.19,7,8.76,2,0.0,0
7548,89.77,1,0.68,1,0.062,0
7549,102.28,4,3.29,5,0.343,0
7550,7.39,2,58.54,0,0.45,0
7551,21.42,3,15.31,1,0.334,0
7552,23.91,11,3.51,1,0.335,0
7553,6.06,0,38.83,1,0.286,0
7554,5.69,13,10.14,2,0.515,0
7555,70.2,1,13.17,0,0.003,0
7556,9.16,0,7.34,4,0.162,0
7557,431.76,21,0.13,3,0.328,0
7558,14.6,3,44.16,1,0.262,0
7559,53.21,7,43.06,8,0.0,0
7560,7.42,3,4.24,3,0.539,0
7561,50.07,15,3.74,4,0.019,0
7562,19.07,15,14.13,1,0.237,0
7563,25.27,23,5.05,0,0.157,0
7564,351.98,9,15.8,2,0.295,0
7565,24.89,7,4.84,0,0.271,0
7566,7.48,15,0.26,3,0.034,0
7567,30.28,19,8.51,0,0.072,0
7568,24.79,12,6.08,0,0.041,0
7569,28.68,3,1.97,0,0.118,0
7570,5.62,22,45.48,0,0.355,0
7571,85.49,23,28.66,3,0.0,0
7572,72.65,15,18.12,2,0.301,0
7573,139.38,23,23.64,3,0.131,0
7574,36.2,18,43.96,1,0.639,0
7575,38.01,7,4.49,6,0.0,0
7576,105.34,21,31.5,1,0.343,0
7577,404.61,7,3.28,4,0.483,0
7578,19.06,0,3.16,2,0.415,0
7579,38.96,22,3.51,3,0.236,0
7580,87.37,20,38.84,1,0.474,0
7581,13.79,3,5.23,1,0.213,0
7582,9.64,2,13.51,2,0.095,0
7583,70.23,5,8.62,1,0.222,0
7584,116.96,6,31.95,0,0.118,0
7585,10.92,15,2.37,1,0.247,0
7586,24.67,18,12.09,2,0.455,0
7587,55.47,21,0.78,2,0.145,0
7588,182.48,16,8.06,3,0.41,0
7589,93.23,3,25.78,0,0.159,0
7590,32.31,16,60.11,2,0.0,0
7591,74.56,11,16.17,1,0.386,0
7592,33.62,1,93.37,2,0.336,0
7593,5.91,2,1.01,1,0.296,0
7594,163.22,14,14.03,3,0.01,0
7595,51.49,14,5.25,3,0.496,0
7596,76.36,18,48.62,1,0.017,0
7597,13.45,6,26.58,4,0.209,0
7598,49.81,17,5.79,1,0.213,0
7599,46.77,18,10.49,1,0.478,0
7600,17.43,15,4.17,1,0.129,0
7601,7.81,12,5.66,2,0.262,0
7602,54.78,14,4.96,2,0.133,0
7603,162.6,9,39.63,4,0.213,0
7604,46.32,16,4.5,3,0.193,0
7605,17.79,5,27.74,4,0.5,0
7606,7.01,11,11.81,1,0.173,0
7607,47.36,3,21.87,2,0.46,0
7608,38.91,16,0.03,1,0.118,0
7609,114.98,15,25.17,3,0.551,0
7610,10.3,18,7.53,1,0.217,0
7611,75.11,2,5.81,2,0.351,0
7612,30.75,17,10.76,2,0.187,0
7613,164.31,7,9.92,3,0.131,0
7614,86.79,12,0.91,3,0.217,0
7615,72.22,13,34.61,1,0.703,0
7616,113.04,16,2.78,3,0.27,0
7617,9.22,5,25.2,4,0.015,0
7618,142.46,16,21.09,2,0.0,0
7619,6.3,6,7.39,1,0.081,0
7620,53.21,22,9.1,1,0.569,0
7621,10.31,3,66.96,0,0.246,0
7622,62.11,14,16.19,2,0.238,0
7623,244.36,17,4.23,3,0.596,0
7624,8.76,17,18.43,4,0.151,0
7625,42.51,1,33.9,1,0.002,0
7626,205.05,5,7.24,5,0.377,0
7627,155.4,10,0.6,3,0.053,0
7628,58.16,16,53.53,2,0.376,0
7629,257.86,3,0.05,1,0.15,0
7630,7.82,8,15.46,0,0.293,0
7631,57.49,22,0.81,1,0.264,0
7632,9.69,7,0.49,1,0.0,0
7633,73.82,15,11.76,1,0.244,0
7634,243.17,11,13.75,1,0.364,0
7635,81.3,11,5.88,1,0.452,0
7636,55.31,18,20.53,3,0.581,0
7637,65.93,18,8.8,1,0.537,0
7638,79.54,12,2.33,1,0.26,0
7639,67.21,23,40.05,2,0.053,0
7640,126.8,4,2.2,0,0.068,0
7641,31.32,14,8.97,0,0.152,0
7642,250.63,16,13.4,1,0.361,0
7643,25.58,14,14.91,0,0.324,0
7644,34.29,3,13.17,1,0.0,0
7645,92.39,9,27.1,3,0.0,0
7646,38.45,13,4.68,1,0.0,0
7647,17.78,3,4.71,1,0.211,0
7648,32.02,11,4.77,3,0.245,0
7649,43.53,2,3.86,3,0.205,0
7650,115.43,1,29.89,3,0.298,0
7651,95.31,17,26.52,1,0.551,0
7652,63.07,5,12.56,6,0.188,0
7653,56.01,4,9.0,0,0.186,0
7654,56.4,0,20.1,2,0.314,0
7655,99.54,6,42.59,3,0.468,0
7656,235.12,7,30.74,2,0.503,0
7657,47.84,13,0.75,1,0.314,0
7658,36.44,11,0.85,2,0.718,0
7659,13.41,6,2.14,3,0.413,0
7660,251.06,23,107.85,4,0.603,0
7661,41.64,0,4.78,2,0.266,0
7662,146.59,5,9.64,1,0.503,0
7663,12.34,18,13.14,0,0.334,0
7664,101.71,13,20.14,3,0.381,0
7665,33.62,12,29.49,4,0.358,0
7666,98.74,22,18.39,1,0.067,0
7667,21.02,20,0.32,0,0.011,0
7668,17.41,14,4.98,0,0.436,0
7669,5.35,7,20.0,0,0.545,0
7670,59.23,18,50.18,2,0.227,0
7671,7.88,19,22.72,2,0.05,0
7672,76.34,18,2.17,1,0.182,0
7673,23.12,16,12.04,1,0.078,0
7674,87.56,7,22.28,2,0.038,0
7675,87.4,10,22.28,1,0.455,0
7676,43.99,8,19.96,1,0.137,0
7677,25.35,14,40.17,2,0.148,0
7678,121.41,15,7.83,2,0.28,0
7679,14.37,6,3.42,0,0.446,0
7680,9.2,20,27.04,3,0.337,0
7681,174.18,11,1.19,1,0.025,0
7682,38.04,12,13.36,1,0.375,0
7683,35.73,6,5.67,1,0.449,0
7684,32.66,4,15.97,5,0.227,0
7685,85.74,5,5.24,2,0.288,0
7686,156.35,12,0.81,0,0.324,0
7687,11.78,0,1.94,0,0.341,0
7688,60.04,23,5.26,3,0.0,0
7689,77.16,21,21.61,7,0.44,0
7690,20.18,5,1.44,3,0.328,0
7691,81.5,0,72.16,0,0.687,0
7692,144.44,11,10.0,3,0.26,0
7693,273.02,13,21.53,2,0.521,0
7694,129.78,14,6.17,1,0.438,0
7695,133.47,10,3.54,2,0.409,0
7696,18.38,0,1.73,0,0.109,0
7697,109.98,10,4.79,2,0.031,0
7698,14.85,23,11.5,1,0.441,0
7699,361.37,2,11.1,3,0.565,0
7700,29.19,20,5.95,4,0.173,0
7701,20.74,7,7.19,1,0.213,0
7702,36.26,8,12.58,1,0.0,0
7703,33.73,22,27.6,1,0.0,0
7704,121.36,5,6.34,1,0.025,0
7705,15.62,9,17.7,1,0.594,0
7706,46.25,4,7.49,5,0.117,0
7707,87.47,18,25.36,0,0.13,0
7708,50.18,6,2.0,2,0.195,0
7709,27.19,7,2.3,1,0.421,0
7710,222.17,19,21.54,3,0.369,0
7711,13.75,18,3.29,0,0.368,0
7712,49.25,15,5.11,1,0.129,0
7713,31.51,9,13.76,2,0.297,0
7714,76.31,8,6.9,2,0.502,0
7715,73.72,12,38.51,2,0.084,0
7716,40.31,17,6.62,2,0.279,0
7717,118.17,19,62.95,2,0.34,0
7718,37.97,3,15.81,2,0.26,0
7719,63.9,15,2.77,0,0.145,0
7720,192.91,21,4.05,3,0.048,0
7721,128.48,21,28.0,1,0.322,0
7722,87.92,6,0.03,0,0.416,0
7723,75.67,18,4.96,0,0.589,0
7724,35.73,20,54.27,3,0.25,0
7725,80.14,6,5.62,0,0.301,0
7726,106.9,12,15.52,2,0.306,0
7727,158.66,12,8.49,1,0.491,0
7728,18.86,14,5.88,1,0.158,0
7729,36.26,10,9.2,1,0.163,0
7730,28.93,3,30.53,1,0.029,0
7731,18.24,13,4.89,3,0.083,0
7732,68.89,18,4.99,0,0.149,0
7733,27.38,9,15.08,2,0.235,0
7734,32.9,16,12.65,3,0.387,0
7735,159.41,8,46.8,1,0.271,0
7736,48.23,6,4.65,2,0.285,0
7737,68.03,8,12.65,0,0.367,0
7738,57.86,14,12.57,1,0.297,0
7739,60.53,13,129.52,0,0.158,0
7740,100.24,16,24.53,1,0.479,0
7741,12.32,17,5.56,6,0.031,0
7742,161.95,6,8.48,1,0.244,0
7743,8.74,6,19.24,4,0.254,0
7744,132.14,7,6.29,3,0.289,0
7745,17.58,21,68.82,3,0.112,0
7746,86.88,6,9.0,2,0.101,0
7747,18.83,21,5.57,2,0.17,0
7748,58.57,13,5.89,2,0.492,0
7749,77.06,7,0.34,1,0.207,0
7750,11.49,5,52.43,0,0.433,0
7751,59.79,2,1.81,2,0.102,0
7752,212.46,11,13.91,2,0.0,0
7753,12.03,3,21.92,1,0.301,0
7754,523.83,21,87.72,4,0.186,1
7755,14.42,20,21.63,1,0.167,0
7756,33.82,15,4.41,3,0.362,0
7757,28.41,19,49.32,0,0.239,0
7758,78.72,13,7.09,3,0.095,0
7759,61.96,9,7.11,2,0.323,0
7760,65.76,1,11.71,1,0.285,0
7761,207.71,3,60.41,2,0.233,0
7762,88.45,17,6.48,4,0.562,0
7763,149.74,14,18.75,4,0.002,0
7764,14.55,21,22.9,3,0.0,0
7765,153.6,2,6.46,3,0.463,0
7766,101.23,9,16.83,1,0.074,0
7767,8.22,9,36.3,1,0.231,0
7768,82.16,16,13.11,2,0.455,0
7769,32.46,19,20.44,1,0.176,0
7770,12.17,17,5.88,2,0.349,0
7771,44.8,8,32.63,2,0.173,0
7772,33.93,13,16.34,1,0.228,0
7773,106.63,11,14.77,0,0.316,0
7774,6.19,2,14.71,3,0.273,0
7775,145.75,4,6.87,2,0.0,0
7776,100.16,13,0.91,1,0.127,0
7777,7.69,20,0.0,1,0.158,0
7778,27.25,2,41.4,0,0.0,0
7779,171.72,2,22.24,2,0.59,0
7780,36.51,21,8.48,2,0.154,0
7781,38.56,4,3.06,3,0.444,0
7782,250.26,5,21.41,2,0.311,0
7783,58.98,18,6.36,1,0.095,0
7784,9.19,17,13.43,4,0.072,0
7785,80.42,23,18.78,2,0.0,0
7786,162.64,22,9.14,2,0.195,0
7787,22.94,17,54.5,1,0.484,0
7788,241.74,2,51.71,0,0.347,0
7789,130.19,8,1.41,4,0.324,0
7790,9.17,12,0.22,3,0.003,0
7791,87.88,5,9.73,0,0.356,0
7792,14.47,8,23.08,3,0.337,0
7793,47.09,8,6.08,3,0.365,0
7794,160.04,13,8.6,1,0.189,0
7795,58.99,8,1.9,2,0.301,0
7796,58.92,14,49.44,5,0.502,0
7797,42.08,9,11.4,3,0.271,0
7798,48.18,7,2.41,3,0.0,0
7799,105.1,16,4.76,1,0.207,0
7800,10.03,8,6.26,2,0.401,0
7801,8.95,21,1.68,2,0.256,0
7802,36.65,14,5.21,3,0.369,0
7803,76.08,13,19.42,0,0.538,0
7804,6.65,7,14.48,4,0.256,0
7805,251.81,20,37.47,1,0.349,0
7806,128.79,16,1.07,5,0.396,0
7807,18.57,16,4.98,4,0.592,0
7808,32.44,22,8.59,1,0.0,0
7809,7.77,20,0.82,1,0.094,0
7810,90.2,3,1.22,1,0.0,0
7811,247.02,17,23.94,1,0.281,0
7812,47.92,18,54.33,3,0.218,0
7813,24.71,19,10.43,0,0.4,0
7814,40.36,20,3.67,0,0.066,0
7815,14.67,1,1.03,7,0.22,0
7816,39.37,1,7.16,1,0.286,0
7817,30.6,15,8.48,1,0.076,0
7818,66.58,1,17.49,3,0.228,0
7819,64.97,16,41.81,2,0.125,0
7820,85.61,23,3.18,1,0.253,0
7821,28.86,11,9.45,2,0.095,0
7822,14.85,4,45.4,1,0.284,0
7823,61.96,19,5.91,5,0.164,0
7824,77.82,8,18.21,0,0.395,0
7825,111.9,10,22.15,6,0.155,0
7826,9.48,17,7.42,1,0.0,0
7827,34.63,13,22.6,2,0.347,0
7828,144.04,23,66.87,0,0.079,0
7829,62.89,21,9.02,4,0.643,0
7830,134.97,0,11.88,1,0.319,0
7831,28.09,15,28.09,3,0.153,0
7832,7.78,17,3.54,1,0.121,0
7833,16.48,12,47.22,2,0.65,0
7834,90.2,6,0.15,1,0.256,0
7835,14.55,12,9.43,2,0.0,0
7836,22.79,18,10.58,1,0.389,0
7837,52.99,20,2.12,2,0.108,0
7838,9.11,7,23.64,1,0.18,0
7839,15.26,16,14.48,1,0.118,0
7840,30.91,4,2.3,5,0.40994557103706786,0
7841,10.66,16,10.87,1,0.04,0
7842,15.01,9,9.69,2,0.0,0
7843,25.96,2,1.77,2,0.347,0
7844,22.33,4,30.74,7,0.436,0
7845,20.5,14,1.97,3,0.237,0
7846,114.26,7,9.51,4,0.503,0
7847,9.45,1,0.49,1,0.082,0
7848,39.15,2,5.0,1,0.243,0
7849,49.87,13,12.43,2,0.254,0
7850,88.19,2,12.04,3,0.477,0
7851,288.27,14,2.35,3,0.128,0
7852,59.8,22,6.08,5,0.621,1
7853,53.9,19,23.54,3,0.013,0
7854,13.66,17,8.67,2,0.158,0
7855,66.21,8,2.65,0,0.507,0
7856,6.35,3,3.92,2,0.412,0
7857,10.25,13,8.73,4,0.0,0
7858,5.76,20,4.04,1,0.261,0
7859,206.5,23,12.61,3,0.03,0
7860,6.73,2,30.09,1,0.151,0
7861,53.57,3,34.72,4,0.234,0
7862,113.59,20,11.31,2,0.017,0
7863,85.24,16,1.33,1,0.244,0
7864,20.2,22,1.88,2,0.316,0
7865,5.7,13,2.55,2,0.0,0
7866,34.28,9,5.23,8,0.349,0
7867,68.49,6,11.29,1,0.279,0
7868,82.93,4,13.17,2,0.514,0
7869,65.49,11,44.51,3,0.378,0
7870,38.92,17,17.57,2,0.14,0
7871,76.13,1,18.66,2,0.316,0
7872,128.33,4,22.13,2,0.432,0
7873,68.45,12,31.81,2,0.288,0
7874,119.83,22,17.34,2,0.24,0
7875,230.79,18,16.28,1,0.399,0
7876,19.81,8,6.28,2,0.03,0
7877,69.76,18,4.1,1,0.192,0
7878,37.75,0,8.16,1,0.624,0
7879,36.07,17,5.16,4,0.409,0
7880,30.96,13,0.31,0,0.333,0
7881,129.6,21,0.66,0,0.337,0
7882,6.56,6,1.65,4,0.539,0
7883,40.41,21,0.56,0,0.136,0
7884,45.61,22,4.74,2,0.053,0
7885,12.56,4,2.76,3,0.133,0
7886,167.77,8,65.49,0,0.336,0
7887,35.03,0,0.24,3,0.251,0
7888,45.23,6,12.06,1,0.124,0
7889,48.39,8,33.07,4,0.11,0
7890,10.15,19,4.85,0,0.212,0
7891,48.83,5,12.79,3,0.235,0
7892,130.25,12,9.35,2,0.379,0
7893,38.62,2,17.81,0,0.128,0
7894,108.01,11,10.75,1,0.235,0
7895,112.33,0,2.48,0,0.483,0
7896,16.08,8,7.2,2,0.105,0
7897,16.55,1,7.34,0,0.049,0
7898,6.44,3,11.31,3,0.429,0
7899,51.79,9,1.05,1,0.538,0
7900,9.75,13,30.23,1,0.435,0
7901,9.15,22,21.86,1,0.217,0
7902,37.57,2,0.6,1,0.133,0
7903,176.57,12,7.37,3,0.278,0
7904,30.39,16,54.58,0,0.409,0
7905,100.59,20,1.74,1,0.64,0
7906,137.78,2,89.04,9,0.342,0
7907,92.43,5,26.7,2,0.528,0
7908,45.64,3,3.88,3,0.283,0
7909,35.75,7,24.01,2,0.4720883574664898,0
7910,25.57,8,6.36,3,0.479,0
7911,8.91,16,26.01,2,0.106,0
7912,155.14,11,3.39,1,0.362,0
7913,89.36,9,38.62,0,0.134,0
7914,80.29,3,0.69,3,0.657,0
7915,26.05,22,3.18,2,0.059,0
7916,41.56,4,13.25,3,0.048,0
7917,27.82,2,3.2,2,0.121,0
7918,27.41,19,53.34,1,0.12,0
7919,30.49,17,5.33,2,0.111,0
7920,30.3,19,31.09,1,0.436,0
7921,37.1,10,0.14,2,0.0,0
7922,21.65,12,21.56,2,0.519,0
7923,14.23,20,34.92,2,0.218,0
7924,10.13,10,2.82,3,0.479,0
7925,7.57,10,23.48,2,0.141,0
7926,22.36,2,39.1,2,0.489,0
7927,52.39,9,3.45,0,0.0,0
7928,179.02,4,16.97,1,0.357,0
7929,13.99,22,2.65,1,0.341,0
7930,92.54,20,11.17,5,0.569,0
7931,14.15,7,10.38,1,0.286,0
7932,105.46,21,21.8,0,0.706,0
7933,46.74,2,57.6,0,0.415,0
7934,54.15,0,0.2,3,0.36,0
7935,61.87,14,26.41,2,0.294,0
7936,234.23,9,24.98,2,0.32,0
7937,58.72,17,1.32,3,0.399,0
7938,54.5,20,16.81,4,0.251,0
7939,29.04,16,4.43,6,0.062,0
7940,21.44,12,0.29,3,0.253,0
7941,378.15,12,5.53,0,0.232,0
7942,27.99,9,9.76,1,0.359,0
7943,44.47,23,16.83,3,0.316,0
7944,171.16,22,0.64,4,0.561,0
7945,220.43,8,16.23,1,0.151,0
7946,51.8,14,0.63,4,0.196,0
7947,59.44,23,0.17,2,0.181,0
7948,89.54,0,4.33,0,0.232,0
7949,41.02,1,0.6,0,0.253,0
7950,21.31,18,2.22,1,0.0,0
7951,146.75,6,2.03,2,0.073,0
7952,10.3,8,1.63,4,0.479,0
7953,9.06,9,6.55,2,0.527,0
7954,31.68,18,20.14,1,0.225,0
7955,35.18,1,4.43,1,0.54,0
7956,160.68,0,27.01,0,0.0,0
7957,42.35,23,4.96,3,0.47,0
7958,55.88,9,32.07,3,0.055,0
7959,15.92,16,0.19,3,0.253,0
7960,25.86,7,1.71,4,0.587,0
7961,104.16,11,6.54,1,0.272,0
7962,49.67,12,25.06,4,0.664,0
7963,105.45,18,23.08,2,0.256,0
7964,164.11,19,4.85,1,0.289,0
7965,34.08,14,31.62,2,0.02,0
7966,102.51,3,18.82,2,0.031,0
7967,48.96,5,4.26,1,0.541,0
7968,16.38,3,1.41,1,0.702,0
7969,182.47,3,11.53,0,0.34,0
7970,75.2,17,57.54,1,0.521,0
7971,75.03,11,18.82,2,0.521,0
7972,66.37,17,12.84,0,0.337,0
7973,95.26,3,9.51,1,0.095,0
7974,34.8,4,8.36,0,0.614,0
7975,120.46,22,0.75,3,0.312,0
7976,142.7,0,25.28,2,0.198,0
7977,151.56,21,10.28,1,0.454,0
7978,68.04,15,8.43,0,0.386,0
7979,132.94,16,19.19,2,0.353,0
7980,5.05,2,26.54,2,0.149,0
7981,70.54,20,16.88,2,0.421,0
7982,5.65,17,17.85,2,0.293,0
7983,23.42,9,38.05,1,0.231,0
7984,62.32,1,33.7,2,0.38,0
7985,163.82,20,72.93,1,0.0,0
7986,25.35,14,0.23,0,0.355,0
7987,94.76,8,0.81,2,0.399,0
7988,200.31,5,1.76,1,0.098,0
7989,39.53,3,8.62,2,0.153,0
7990,33.58,22,19.1,2,0.345,0
7991,98.33,6,4.59,2,0.235,0
7992,249.1,14,32.07,3,0.159,0
7993,52.71,16,22.5,3,0.447,0
7994,88.83,10,1.6,4,0.61,0
7995,28.59,7,1.24,2,0.283,0
7996,347.35,18,18.11,4,0.149,0
7997,66.77,20,10.57,2,0.563,0
7998,30.94,13,2.54,0,0.085,0
7999,54.0,23,12.44,0,0.502,0
8000,118.33,0,5.75,3,0.533,0
8001,103.32,19,14.53,2,0.132,0
8002,144.03,16,1.41,1,0.375,0
8003,32.94,3,4.75,1,0.21,0
8004,6.39,17,17.43,4,0.514,0
8005,95.37,6,3.36,0,0.544,0
8006,68.31,16,10.24,1,0.192,0
8007,59.55,23,2.48,6,0.0,0
8008,60.09,9,2.31,5,0.098,0
8009,42.21,11,1.93,1,0.377,0
8010,23.14,1,17.61,4,0.254,0
8011,37.87,23,16.27,3,0.429,0
8012,17.39,7,3.47,2,0.0,0
8013,51.25,20,8.2,1,0.489,0
8014,5.8,9,10.24,0,0.221,0
8015,127.57,11,9.23,2,0.47,0
8016,123.75,22,21.86,1,0.121,0
8017,11.49,14,39.82,1,0.405,0
8018,44.57,1,13.53,2,0.556,0
8019,19.5,7,1.96,0,0.0,0
8020,7.06,15,20.68,2,0.13,0
8021,463.06,6,26.44,2,0.327,0
8022,102.4,21,24.46,1,0.445,0
8023,43.66,3,20.47,2,0.293,0
8024,8.48,20,22.3,1,0.46,0
8025,98.14,21,21.59,2,0.305,0
8026,82.05,5,2.54,3,0.252,0
8027,67.04,1,0.71,2,0.312,0
8028,27.06,0,10.87,1,0.451,0
8029,14.78,10,58.26,1,0.126,0
8030,147.57,16,0.74,3,0.315,0
8031,108.84,20,18.77,2,0.261,0
8032,18.56,23,12.68,1,0.0,0
8033,53.96,23,5.99,3,0.0,0
8034,74.87,11,16.89,2,0.181,0
8035,81.57,8,20.99,1,0.0,0
8036,17.21,21,12.45,1,0.549,0
8037,69.89,6,16.92,0,0.426,0
8038,99.91,20,34.8,4,0.646,0
8039,55.12,20,63.67,0,0.115,0
8040,5.5,16,5.47,1,0.425,0
8041,44.6,16,16.19,2,0.066,0
8042,16.06,12,15.59,3,0.349,0
8043,27.86,6,33.33,4,0.095,0
8044,42.49,16,0.69,0,0.217,0
8045,23.17,6,0.36,3,0.172,0
8046,37.62,10,2.55,2,0.719,0
8047,65.47,23,3.26,4,0.434,0
8048,39.84,15,35.03,3,0.515,0
8049,205.97,21,4.34,2,0.093,0
8050,7.33,10,10.46,2,0.1,0
8051,106.6,8,13.12,1,0.334,0
8052,7.51,9,17.36,1,0.002,0
8053,206.82,18,24.93,1,0.329,0
8054,61.1,3,7.33,3,0.29,0
8055,82.3,17,5.49,1,0.168,0
8056,19.58,11,12.68,2,0.272,0
8057,249.16,18,4.9,5,0.803,0
8058,73.89,3,7.88,3,0.062,0
8059,140.92,22,3.19,2,0.0,0
8060,121.47,0,1.02,2,0.338,0
8061,434.02,17,0.12,3,0.429,0
8062,21.31,6,1.99,1,0.272,0
8063,25.81,2,36.96,3,0.093,0
8064,147.87,21,17.11,2,0.411,0
8065,38.81,5,12.56,0,0.299,0
8066,13.82,18,18.2,2,0.259,0
8067,84.07,0,20.27,1,0.575,0
8068,219.22,5,47.29,4,0.0,0
8069,169.06,12,10.51,2,0.188,0
8070,9.83,11,1.11,4,0.0,0
8071,6.72,21,2.46,3,0.433,0
8072,37.57,12,8.07,1,0.428,0
8073,14.5,3,3.58,4,0.249,0
8074,22.41,6,4.06,1,0.286,0
8075,101.67,5,102.5,2,0.285,0
8076,59.81,18,8.42,4,0.277,0
8077,23.15,4,42.1,3,0.369,0
8078,40.84,17,5.29,1,0.029,0
8079,64.65,23,8.88,3,0.5,0
8080,14.46,1,18.48,1,0.111,0
8081,305.68,19,39.55,3,0.661,1
8082,54.35,21,15.8,2,0.091,0
8083,10.88,18,7.78,3,0.308,0
8084,83.93,1,2.68,2,0.149,0
8085,67.54,18,4.35,1,0.039,0
8086,14.1,6,36.56,0,0.237,0
8087,139.0,20,5.33,4,0.217,0
8088,110.35,22,43.27,1,0.226,0
8089,69.87,21,67.9,1,0.125,0
8090,146.41,10,73.45,3,0.334,0
8091,90.15,16,14.22,2,0.424,0
8092,123.92,2,7.43,4,0.312,0
8093,52.83,4,11.31,2,0.516,0
8094,10.5,11,45.48,1,0.213,0
8095,9.87,1,23.65,1,0.451,0
8096,57.66,1,22.13,1,0.237,0
8097,103.07,23,16.63,5,0.487,0
8098,67.02,8,32.87,3,0.378,0
8099,53.26,12,4.64,3,0.41,0
8100,16.76,17,10.18,4,0.42,0
8101,12.13,13,0.95,1,0.341,0
8102,119.59,12,10.57,1,0.336,0
8103,56.59,1,6.98,2,0.154,0
8104,68.82,10,5.38,2,0.545,0
8105,5.22,0,4.32,3,0.396,0
8106,21.63,21,15.59,4,0.63,0
8107,69.69,22,24.08,2,0.399,0
8108,118.91,20,11.27,1,0.45,0
8109,22.6,20,61.53,0,0.168,0
8110,8.0,14,5.36,6,0.432,0
8111,25.84,6,15.47,2,0.269,0
8112,34.69,14,12.16,3,0.394,0
8113,30.26,22,16.28,1,0.205,0
8114,32.36,3,20.28,1,0.233,0
8115,90.24,20,1.02,0,0.393,0
8116,82.52,1,18.82,4,0.36,0
8117,42.51,10,18.69,2,0.069,0
8118,264.71,7,17.19,2,0.57,0
8119,37.36,2,6.55,2,0.262,0
